distance,temp,time
15,,6108
19,22.1,2563
4,21.2,931
11,22.4,864
17,25,3633
1,21,577
3,,762
9,20.7,2405
10,24.9,1405
3,19.1,722
12,17.9,834
25,28,5108
23,,1931
9,,820
10,,1677
5,27.4,519
10,19.1,3755
5,23.1,922
7,30.8,1034
4,23.5,1016
4,24.6,891
14,28,2097
5,27.8,699
15,18.9,245
11,26.6,969
8,26.7,1364
8,25.6,1482
7,,1018
19,,2433
7,20.1,2037
18,,3561
10,20.5,1688
15,,3631
3,27.5,573
7,20.4,1783
7,18.5,4306
1,29.6,357
4,18.4,407
26,19,2528
14,22.7,3378
12,28,1575
8,19.5,2574
10,17.8,1396
20,24.5,2645
5,29.8,1315
7,19.9,1646
5,18.8,727
6,,1027
15,17.9,3626
16,,1426
4,21.2,312
13,22.6,1583
3,23,1494
11,,1216
3,25,1186
13,22.9,2202
5,20.6,1528
4,20.8,600
2,21.2,413
5,21.3,913
19,24.6,3495
5,22.3,2750
4,27,2257
6,22,1503
3,19.3,381
7,19.4,1653
7,22.9,1470
2,20.2,501
4,25.8,789
6,23.4,1079
5,27.3,773
21,18.3,1568
25,,3210
9,17.8,975
17,17.7,3453
5,17.7,851
8,23.6,998
4,23.7,1115
16,,1747
9,18.7,1425
11,28.5,1302
11,18.9,1284
7,21.4,931
10,17.1,1888
26,25.5,2394
3,21.3,1609
5,16.6,846
10,25.5,1845
6,25.3,1188
7,28.3,858
3,24.7,590
9,17.9,1565
12,,1461
7,26.3,4021
6,18.1,943
17,18.3,1914
18,,2700
9,19.3,1207
11,17.8,1644
15,29.6,1565
7,23.2,923
3,,609
6,27.5,949
10,23.7,423
7,,1108
9,,937
4,21.8,1649
20,,2311
6,,953
9,25.7,1267
11,26.4,1384
8,18.6,3922
3,27.8,3106
12,24.1,1487
4,,644
3,23.5,651
14,,1995
8,16.6,1150
6,22.4,1215
10,19.9,1683
3,23.2,548
14,21.1,1280
4,24.6,579
8,23,1697
9,25.6,1216
1,26.8,1088
13,,1553
7,20.1,1151
7,20.6,2133
12,26.7,710
8,,1087
5,18.5,328
6,22.4,587
7,22.4,1440
9,28.4,1464
9,,1512
14,14.5,1429
9,,913
6,22.2,806
6,18.4,952
10,21.1,3666
10,21.3,2351
6,26.9,507
25,,3500
2,22.3,595
8,,1040
4,,817
6,15.5,1252
10,,1004
17,22,2478
8,22.9,3678
5,24.4,2189
11,26.8,4951
8,19.9,1977
5,21.1,1226
2,,543
28,24.1,2436
5,,720
8,25,813
2,20.6,386
3,24.8,5
10,22,1488
10,18.1,2081
4,,444
4,22.3,532
13,19.8,1308
9,18.9,1598
8,30.9,1499
12,19.1,1130
4,27.5,987
13,18.7,3292
9,22.3,1183
11,20.4,1610
14,19.3,1596
3,30.8,394
3,18,622
8,20.2,1206
2,27.7,485
11,26.6,1037
10,18.4,1340
9,27.4,1342
6,22.3,1023
11,16.6,1608
14,26.9,1693
7,24.8,3348
9,24.2,1508
6,21.3,2869
5,24.6,460
8,19.8,2778
6,,1163
4,28.5,1189
14,18.6,1845
2,24.3,830
3,,380
17,24.4,1728
9,,1775
6,20.9,685
1,,686
7,19.4,1187
10,,1964
9,21.2,786
14,26.1,2040
9,22.5,874
15,31.2,2435
6,25,1512
20,28.7,3
8,21.7,1448
13,,1487
7,20.2,1918
7,28.5,1526
23,24.9,3374
6,18.6,629
2,,6
2,23.6,5
7,26.9,907
5,15.1,655
9,20.3,1618
16,21,2264
7,22.3,985
8,24.4,755
8,26.3,3667
8,18.6,1229
9,18.3,1198
10,24.9,1495
2,,260
5,,874
8,19.4,527
10,19.1,1348
11,19.3,2697
5,21,854
19,16.9,2320
1,,7
12,23,1447
6,17.6,1525
23,,2416
11,27.1,2874
14,26,2464
8,23.7,1697
5,20,1347
8,,164
10,,1074
24,23.9,2456
5,18,5583
18,27.6,1571
6,26.8,1065
6,28.6,672
19,18.3,5279
13,21.8,1749
2,26,439
7,29.1,1197
7,17.8,1082
5,27.8,1043
4,25.1,2210
7,,1025
4,25.8,1801
4,25.2,592
12,20.3,1619
11,16.9,1151
4,23.6,641
7,19.2,1268
20,27.2,2150
7,25.2,830
3,,870
7,24.1,1731
13,25.3,1735
25,,3150
8,,1243
7,,1406
9,22.2,3982
16,19.8,1345
4,23.9,529
15,,4592
1,24.4,232
2,27.1,2
9,17.8,1194
15,18.5,3316
5,,939
3,19.2,642
8,,1303
2,23.9,424
28,21.2,5133
9,,1474
7,19.8,1182
24,19.1,3347
18,24.2,2037
2,,2
5,24.7,1106
4,23.6,634
1,25.9,676
12,22.8,1948
21,25,2425
4,,433
3,25.7,1061
9,,1946
6,23,1053
8,18.4,1240
15,18.5,2546
7,23.4,952
6,24.1,1242
3,21.2,10
2,27.3,689
18,23.2,3637
4,22.4,523
14,25.1,1806
5,24.9,3440
16,,2172
9,20.9,1300
13,,25
11,,4178
8,,1637
4,25.4,2227
6,23.6,848
2,22.7,392
9,18,1078
2,27.3,650
4,21.7,796
11,,2262
6,24.5,1604
16,,2168
14,,1642
24,,2373
2,22.7,443
9,18.6,1119
12,19.2,3355
14,27.9,1631
2,16.7,534
11,24,1449
5,21,1243
4,,854
5,29.1,938
14,17,1306
12,,1164
11,29.1,1269
7,27.6,1445
9,21.3,2
17,,2346
8,20.3,1105
12,24.8,1758
10,20.8,1071
8,24.6,1208
1,21,237
10,,880
7,21.4,725
4,21.1,1038
6,29.4,703
8,,1304
1,17.4,925
14,15.8,2288
4,,950
35,24.2,2505
5,16.2,2645
12,17.2,1611
10,26.6,1639
5,,542
19,,2214
14,23.6,1658
12,,810
21,17.8,1809
16,28.7,2895
8,24.7,1422
5,22.1,608
5,,1173
18,21.6,2321
10,24.5,1244
9,21,1455
3,20.2,1477
17,18.7,1208
27,,2385
4,29.3,740
5,29.2,1760
6,,2783
26,23.8,3559
1,22.3,70
2,24.6,1136
5,,3
11,26.8,4632
3,17.9,1418
5,18.6,1507
8,18.4,2283
12,26.4,1131
10,23,1709
9,18.7,1771
4,25.2,1414
9,16.8,1181
9,26.6,783
10,22.8,1100
8,27.6,1438
5,25.5,717
5,27.5,885
7,,892
16,23.2,3565
25,19.9,2023
5,,1250
6,,1007
17,18.1,2543
4,29.1,529
6,26.7,1299
8,26.5,1234
8,,1354
12,25.3,2043
7,20.4,1793
4,24.2,727
23,23.1,2079
14,,1785
6,,704
12,25.3,1277
15,22.3,3025
16,24.5,2440
7,17.2,1442
11,26.4,922
2,20,515
19,22.7,2049
9,,1392
7,26.3,800
11,26.6,2849
6,,673
5,24.7,843
10,25.8,968
18,27.3,2537
7,26.4,1039
5,23.6,1483
12,18.4,1697
4,27.2,183
5,23.6,418
16,19,4387
8,18.9,1470
3,25.1,681
5,17.4,10
17,24.6,1814
13,,1816
12,27.3,878
5,,811
8,26.7,3624
11,26.4,1901
6,,674
5,30.8,950
5,22.4,1349
20,,4157
7,,661
6,20,1046
5,18.8,1078
24,26,2466
5,21.5,846
7,20.3,950
10,31.2,1874
5,21.9,945
8,20.8,3887
26,,2825
14,17.5,2397
8,29.3,1543
12,30.7,1930
7,24.5,1133
15,22.8,1802
9,,1192
3,14.5,513
4,19,1153
11,22.1,6
6,23.9,1034
13,27.2,2114
6,25.2,919
14,19.9,4255
4,16.5,1106
5,23.5,775
10,25,1889
5,21.7,1265
8,15.2,1731
18,20.2,1469
9,,1119
6,24,826
4,18.3,1750
8,22.7,1505
18,24.8,2547
18,23.5,2422
4,28.1,1052
8,25.2,1355
7,22,1510
22,25.9,3256
12,23,2255
17,19,2307
9,18.9,486
7,,568
19,29,2786
16,16.8,2057
12,19.8,2147
7,,1095
7,25.9,1187
7,,1070
2,19,1209
8,26.4,1567
7,27.3,1097
8,17,1309
6,19.4,903
7,27.5,1010
3,21,374
15,20.7,1339
18,23.3,1127
6,,1083
10,23,1366
7,26.9,1112
13,27.2,1732
2,28.2,550
15,,1900
11,25.5,1743
14,29,2645
4,23.6,652
13,21.1,2068
3,18.5,438
8,26.3,2505
14,31,3951
4,21.8,607
3,26.6,1586
5,21.2,1946
15,16.3,815
4,21.2,3151
9,26.5,1218
6,18.2,1048
9,24.5,618
28,26.5,2792
12,25.6,1704
3,25.7,1152
3,,22
12,22.4,2051
11,24.8,2702
6,26.7,926
8,19.3,1168
4,20.2,974
10,23.5,7143
3,25.2,568
8,20.4,847
4,,528
9,20.9,933
8,27.6,1610
15,,1656
9,,3131
18,18.8,609
5,21.5,3504
2,25.5,469
12,22.4,2194
6,18.5,470
15,,836
9,25.8,1391
20,,2480
5,23.2,1863
12,21.8,2108
6,,681
3,18.9,565
17,21.7,2372
17,18.2,2106
15,29.3,1139
20,24.4,2351
11,21,2799
15,,1803
16,24.7,3083
12,18.1,1416
7,24.4,3097
7,27.8,1029
3,17.7,153
8,19.4,2547
2,,307
12,24,3021
15,,1690
17,21.9,2610
23,24.5,2246
10,26,1662
4,19.5,2
6,27.2,854
3,24.7,644
14,25.2,2193
5,18,649
10,27.2,708
5,27.1,59
1,22.6,296
6,22.8,1222
5,21.6,663
7,,936
15,23.1,1524
10,24.2,2054
5,29,745
1,24.5,227
5,17.2,787
4,27.9,789
7,,1434
6,21.3,1445
4,19.5,532
5,24,772
4,26.9,675
8,21.6,1222
7,19.1,1992
4,26.2,766
3,27.9,1806
9,21.6,1603
8,24.7,1034
19,,1709
2,20,112
6,30.5,889
20,21.4,3104
5,,631
8,24.1,2918
1,25.5,201
10,25.6,1440
7,21,453
11,21.7,1498
21,,2751
9,,660
11,,2538
3,20.4,2187
15,27.1,1234
2,26.5,772
4,26.2,910
4,,285
6,14.7,1269
18,,2115
9,,178
19,25.4,3007
18,20.8,1403
36,18.6,4547
10,,1158
11,24,1054
6,27.3,1154
5,,661
9,22.1,1282
21,17.5,2292
7,17.9,884
3,22.1,1332
7,,1013
18,18,2303
6,20.4,992
3,25.5,4856
8,,1320
7,23.3,2407
4,,638
5,20.3,2013
7,22.5,1231
8,25.5,555
10,21.6,3657
14,20.7,1481
5,19,4698
13,23.9,1611
5,,741
10,18.7,1661
13,19,1838
6,22.7,1475
8,18.3,1308
7,19.1,1522
14,24.7,2522
2,24.9,289
2,27.6,635
6,22,1830
11,18.5,1097
6,20.2,1128
4,,794
6,26.6,1253
18,25.3,2261
9,,1808
5,28.6,816
6,17.4,916
15,24.9,3134
4,24.9,771
6,20.6,1187
7,,828
21,,3498
14,,2666
8,,2134
13,31.1,1893
8,17.5,1238
5,25.8,1063
14,29.3,2010
6,22.3,4539
44,25.2,4233
3,25.4,473
5,28.2,929
18,21.2,1972
7,27.1,2414
14,18,2248
6,21.5,1759
5,18.9,439
4,26.7,680
9,20.5,2910
9,,1326
11,25.8,1219
11,23.8,1336
8,,4790
8,21.3,808
6,,701
14,27.3,1326
7,,1289
5,26.3,879
17,27.8,1824
7,24.4,1089
4,22.4,716
5,21.8,936
10,28.6,1633
6,25.4,1082
8,26.8,1115
10,26.7,1567
9,26.4,1043
17,,3033
3,21.4,1251
6,18.5,1832
14,23.5,1827
7,21.3,1156
10,22.4,1169
5,21.7,8
5,16.6,1357
5,24.6,1819
11,,2551
9,27.4,1624
14,19.8,2424
4,27,893
13,18.4,1070
8,18.2,1190
9,21.5,1607
11,23.9,1152
6,27.7,2140
12,30.1,1435
3,16.9,782
6,21.5,670
3,19.1,792
13,24,2043
16,26.4,1233
16,,1508
6,18.5,1362
22,23.2,3343
8,21.3,1160
14,27.8,2386
8,,1282
8,,1411
7,22.5,999
3,19.2,575
14,,2881
5,,1280
8,17.5,1523
9,25.3,834
19,23.1,4412
12,,3140
12,23.1,1992
9,,1116
15,28.2,4000
4,18.9,7
10,21.4,864
6,15.5,1751
21,18.4,1570
12,24.9,1037
4,,783
14,24.5,2057
10,28.1,1466
7,,872
14,21,2401
7,23.8,884
17,23.2,2443
16,19.1,2155
5,,609
9,26.4,1051
4,24,739
5,,815
6,25.6,1965
5,25.9,622
14,,2630
2,19.2,414
14,25.9,2672
5,18.4,1535
5,27.3,11
25,20.3,1876
9,21.5,1679
19,20.6,1864
11,24.5,1053
7,22.6,1260
5,,2203
5,17.9,1387
5,21.4,1598
2,,514
18,26.9,3031
6,20,368
3,29.6,800
6,24,713
4,25.4,580
1,,409
7,,2215
4,29.2,457
6,,549
14,25.7,1925
12,22.8,1509
5,18.8,714
8,25.4,137
4,24.5,488
4,,894
14,26.7,2058
9,21.4,1403
20,21.1,2363
20,17.2,2124
9,25.8,1021
10,22.6,1812
13,21.2,1130
16,,1666
8,23.6,1445
7,23.2,1194
14,19.4,1907
17,24.2,4491
13,15.5,1884
9,25.5,1310
11,17.3,1192
14,21.9,6501
4,28.1,313
9,20.3,1289
11,23.9,1550
8,,823
6,30.9,1081
11,25.2,1444
9,22.2,1287
8,25.5,1484
15,17.8,1882
10,23.2,1652
1,19.6,508
5,23.6,821
7,20.3,1316
24,23.9,3224
24,24.4,4835
8,,1145
15,19.9,1644
3,24.7,540
8,,954
8,,2841
19,23.6,2136
5,,827
9,19.4,2824
7,,1405
31,24.2,4367
9,19.4,2156
21,21.3,4627
7,24.3,830
5,27.3,1272
10,20.3,927
5,,802
14,,2038
17,25.3,3226
3,15.4,924
5,26.4,1537
7,,859
11,,1482
6,18.3,925
7,26.6,1529
14,25.7,1585
20,,2992
10,,2043
3,26.4,345
16,,1705
23,18.1,3702
14,19.7,2208
12,26.8,4809
11,20.4,1669
9,25,1440
16,20.7,4617
6,18,1833
18,24.9,2061
2,26.5,1772
4,,1465
7,,1393
4,20.9,897
25,28.5,2094
10,21.9,1354
4,26.6,551
17,24.2,2230
7,25.6,1144
9,22.5,1260
11,25,1955
12,,327
1,27.8,14
12,23,2637
3,,1242
11,28.2,4518
14,26,2319
4,,838
7,,1191
11,22.9,1409
11,20.4,1877
11,16.3,1534
7,23.9,1043
20,,2928
9,,1731
6,21.8,2258
15,,1590
16,21.5,4309
20,,3342
1,,304
13,28.3,1876
16,22.5,1673
14,,2421
14,22.6,2274
10,,1144
5,21.8,1328
16,16.4,2036
5,,547
11,26.4,1347
7,25.6,932
6,21,2842
9,27.1,1346
7,24.1,3251
6,28.3,1817
8,29.4,1307
9,,484
12,22.9,1479
3,,660
9,24.6,1592
4,29.1,1210
7,,737
15,30.4,2084
3,14.4,493
11,,1629
23,24.9,846
4,27.1,619
18,26.6,3188
9,,1032
7,16,892
8,23.5,1181
27,,4571
2,19,450
10,19.8,1643
16,19.2,1384
10,22.9,1218
7,26.7,1062
6,,1421
11,18.8,1831
4,17.4,680
17,28,2285
7,20.1,777
9,28,1395
14,27.8,1613
5,,874
23,30.2,2796
5,25.6,2343
9,25.3,850
2,20.1,462
4,13.9,648
6,21,1696
16,27.2,1803
1,25.5,1132
18,19.6,6073
7,18.1,1905
3,,635
4,19,1428
1,24.8,1
4,21.3,2
6,25.7,1132
4,23.1,982
6,,3317
23,26.2,4821
5,27.5,1349
8,26.1,1066
22,25.2,2562
13,22.2,1867
12,24.9,2111
17,21.9,1282
24,21.4,4117
8,24.3,674
1,,515
28,26.1,2366
9,22.5,1114
9,,227
9,22.6,1418
7,25.1,1157
18,14,1344
9,22.6,1202
9,24.5,1187
6,,688
10,,1907
29,20,3989
5,,329
10,20.5,2032
4,22.5,657
3,28.1,471
7,22.8,1107
7,23.8,723
16,27.3,4886
15,23.8,1457
4,20.6,887
10,22.8,1264
18,28.2,2843
18,24,2116
17,,1959
16,29.5,1984
18,17.6,1569
4,29.2,1251
7,22.5,721
5,20,1025
4,23.6,1174
12,27.3,1825
15,30.9,1272
7,,1059
10,19.7,1165
4,29.1,463
12,,983
3,22.2,717
11,,1184
13,22.1,1839
13,14.2,1788
8,25.1,1416
15,29,2171
12,21.7,2745
4,,1033
10,18.6,1355
6,20.7,780
6,16.7,1920
8,20.3,1289
16,19,1245
4,21.5,521
6,29.6,1175
6,22.5,1193
11,22.9,2227
5,,3443
15,18.7,2164
3,26,708
5,28.5,1172
5,28.2,3
12,20.9,1607
4,20.5,719
8,14.4,1840
11,29.3,1894
3,26.2,1097
5,25.3,2704
5,22.5,784
8,,1307
18,19.8,2513
12,29,3840
14,22.4,2892
11,26.8,1282
15,27,3636
10,24.9,2958
9,20.9,1391
9,15.7,1293
16,,1801
3,25.1,1296
7,23.2,1045
14,,1773
11,27.4,1985
21,22.3,2536
10,28.3,1172
4,20.2,621
8,25.4,2123
5,22.9,1154
7,,1969
16,28,1474
6,,1205
10,25.3,3604
17,,3895
13,30.2,1904
3,21.5,902
5,27.7,1507
6,15.1,1398
11,21.3,1196
3,22.1,85
5,27.2,1503
8,26.9,1165
3,25,659
2,23.7,621
8,28.6,3
4,18.2,1489
15,19.7,2648
5,23.1,1699
7,,1101
2,22.8,963
15,26.3,2132
7,27.1,1976
8,,923
6,26.1,1058
4,,5791
13,26.7,1734
10,,1410
1,25.6,763
3,23.9,424
15,,1725
7,15.6,2081
18,,4021
4,20.4,1248
10,22.3,1874
23,21,2544
12,,4377
13,19.1,1502
8,27.3,2224
10,18.9,1463
6,25,1917
10,19.2,1212
9,27.4,1254
3,22.7,556
17,19.6,2070
6,,1032
11,23.7,4726
4,26.2,2076
9,28.6,2385
5,,604
15,21.8,1007
5,16.6,784
9,,97
22,23.9,2
29,24.2,2017
10,,1149
29,19.6,2398
9,27.9,2279
8,,77
2,18.7,1453
11,21.1,1093
28,19.2,4834
10,28.2,1379
11,22.8,1670
9,17.7,1530
4,24.3,530
4,23.5,507
8,15,872
22,25.8,2462
7,,1229
2,21.2,536
11,25.9,1481
10,22,1148
2,22.8,1312
11,25.7,2615
3,25.9,450
2,19.5,472
6,16.6,1435
12,,1728
5,22.5,739
20,30.1,1327
4,,812
14,22.3,2007
8,25.7,1533
3,,412
5,,809
9,27.3,1367
12,,2134
8,28.7,813
15,25.3,4003
14,14.4,2148
14,18.5,2108
8,17.2,912
17,22.1,1637
4,19,538
19,,2469
8,23.7,901
1,23.8,242
4,23.4,513
10,15.4,4340
14,27.6,1355
3,25.1,470
2,16,880
5,,1283
5,,2106
4,25.1,1995
5,28.1,679
9,,1599
3,27,736
12,26.2,2850
9,24.8,871
11,,1275
6,20.4,911
8,26.7,813
3,,1041
10,27.3,1045
14,26.3,2110
3,21.2,659
2,22.6,855
6,,886
6,26.1,1520
7,13.5,1519
5,,518
3,27.2,534
17,,2360
5,24.8,1612
4,23.9,440
15,27,4327
3,,2187
3,29.3,598
5,29.4,1103
4,28.1,212
15,23.2,3220
6,19.1,630
11,20.4,1515
4,,998
7,17.3,1368
14,25.8,1875
20,20.1,2283
1,23.4,380
3,22.9,7
7,20.6,681
9,22.3,3385
24,,6351
7,19.7,1474
14,23.5,2
9,20,1367
9,23.2,780
5,21.2,819
9,,1757
6,28.5,1698
13,24.1,2286
6,14.8,1132
17,27.6,2280
13,16.4,2090
10,20,2101
17,22.4,3132
6,24.4,834
3,24.7,709
15,,1508
6,28.1,859
14,,1801
5,,1024
3,22.5,559
20,,5858
16,21.3,1802
10,,1436
9,27.8,1708
23,21.7,2027
5,,1311
7,26.6,1053
8,,2809
2,19.1,610
8,23.9,2260
4,24.2,1005
2,28.1,517
3,21.5,307
4,17.1,707
22,,3235
10,17.2,1530
4,21.9,512
2,19.8,527
13,,1572
6,28.2,974
6,18.4,658
13,,2222
5,31,3
8,20.3,1128
2,24.9,576
14,26.2,1476
8,23.6,1633
15,19.2,1297
6,,1009
4,23,532
8,16.8,1402
18,23.5,4419
14,23,1250
3,22.8,617
4,30.2,658
5,20.6,607
11,,1758
12,,796
5,24.3,798
13,,1655
3,18.6,910
18,20.4,1759
23,19,2452
7,19.8,755
19,21.8,3403
17,,1795
18,14.5,2142
6,22.4,735
8,16.5,1779
12,18.9,1612
4,27.7,1087
10,23.4,920
9,24.1,925
6,29.6,623
1,26.3,115
1,17.1,841
8,26.8,1101
10,27,3842
8,27.4,2543
2,22.7,523
12,18.8,1681
10,23.7,1192
2,24.3,822
7,24.5,936
7,17.8,1765
7,27,4822
5,23.5,669
5,29.2,1198
19,23.2,1845
5,24.7,4010
11,,937
6,20.1,851
5,28.1,1914
15,25.4,3200
12,19.1,2430
4,22.9,738
19,26.7,4130
17,23.8,3898
6,27.7,2126
2,25.2,590
3,24,822
8,20.7,1053
12,24.9,968
13,24,1461
14,20.7,1627
8,20.7,747
23,27.6,2565
9,15.1,1722
9,22.3,2267
12,26.2,4735
4,25.8,1470
10,23.2,1665
9,20.4,1152
7,,1175
24,28,3458
10,26.8,1370
4,17.4,813
9,20.2,1480
36,18.4,3096
18,22.3,2086
7,21.8,968
13,,1742
10,25.3,2288
11,22.2,1004
20,28.6,1266
3,27.1,664
3,25.6,455
3,21,764
11,24.2,1343
4,23.6,782
11,27.1,1405
12,,2910
3,29.1,7
7,22.5,1369
18,,3039
14,18.9,2892
14,29.1,1940
8,26.4,1260
8,28.7,859
2,18.6,742
4,19.7,800
6,30.3,2831
28,20.1,2830
5,18.9,658
7,23.4,1135
10,22.4,1414
13,18.5,267
5,21.3,540
3,20.3,568
4,29.4,761
9,19.6,1793
17,19.8,4193
12,21.8,3418
4,22.8,787
18,29.9,1697
5,,725
4,19.2,947
12,28.5,2235
7,,2225
24,25.7,3209
8,19.9,1819
4,29,373
6,24.2,1400
23,22.8,2353
8,27.8,1062
10,24,1132
6,,952
12,28.5,2955
5,29.4,1146
4,15.6,552
6,30.8,1185
5,18.8,902
9,27.5,1742
9,24.3,1314
5,25,2986
3,,446
5,25.4,805
18,18.1,2679
15,17.6,1392
15,21.2,1692
14,26.2,1856
4,25.3,1104
11,21.2,759
8,22.1,2942
14,25.3,1586
20,21.6,2767
14,22.9,2071
15,22.8,3974
27,21.2,3721
14,25.4,1784
11,,322
13,26.9,2723
2,22.1,10
8,26.6,1931
5,19.8,943
1,16.9,502
6,20.8,810
2,26.4,744
9,22.1,948
6,,977
6,27.4,587
4,23.1,2522
7,23,2119
18,25,1897
17,24.5,2509
15,21.2,2418
7,,737
6,24.9,833
11,22.3,2706
7,22.2,879
9,29.4,1228
7,,1233
11,,2584
4,,932
8,,2761
8,,4
4,,1491
6,18.2,1189
41,18.1,3578
5,14.5,1700
6,22.8,973
16,25.2,1553
8,30.6,1767
3,24,352
7,,1492
16,24.4,2360
3,18.5,400
7,,1468
5,26.7,2835
8,28.7,2693
8,21.1,1782
6,24,934
6,16.3,2749
7,18.1,1969
14,21.6,1340
11,23.8,1257
4,,951
8,,973
16,25.7,1320
7,24.5,1292
9,,779
2,21.2,296
21,,2458
9,20.9,7
16,25.2,4444
15,25.5,2
8,25.7,2004
5,27.4,2498
7,25.7,873
5,14.7,949
19,20,3885
15,,1380
6,,2205
5,22.9,1326
11,,1774
4,23.5,855
11,20.6,2003
13,16.7,3910
15,28.4,1534
5,25.3,2580
16,24.8,2171
6,,1833
21,23.8,2434
2,,582
8,,3348
10,24.6,2250
2,27.1,121
7,25.2,1096
3,24.3,12
6,20.3,790
4,24.6,1287
9,,476
2,23.8,778
7,26.5,892
4,24.2,756
6,23.2,895
13,26.5,1373
9,,827
8,,1636
27,26,4490
10,14.3,2106
17,21.4,1864
1,23,729
14,18.3,2061
14,18.3,2088
8,,1111
15,23.8,2689
8,26.2,1040
7,21.6,1274
7,28.2,1614
17,19.3,2756
10,26.9,1768
7,29.5,1232
4,23.8,4
1,23.1,1165
5,19.9,178
11,20.8,3652
1,,19
8,18,1460
8,18.8,1064
5,,619
7,,1734
12,24.2,2212
3,20.9,1034
6,16.6,2147
1,28,376
10,20,1041
3,28.1,702
18,21.5,1778
11,21.2,1505
16,,1515
9,25.4,2174
8,21.1,1222
8,22.3,1014
5,31.2,575
5,21.3,666
6,,1285
23,26.3,2415
10,23.7,1447
2,25.4,529
5,24.2,921
8,,1606
3,27.4,1983
20,31.9,1501
22,27.7,1735
4,21,432
3,,1424
13,21,4708
8,20.8,1206
12,31,1342
13,,1595
14,25.9,1861
5,25.6,723
5,20.9,1465
25,23.8,2410
10,20.9,1969
8,27,583
18,27.8,2208
11,25.4,402
17,22.5,1964
9,29.1,477
12,23.7,2221
14,25.5,3035
10,17.2,1771
8,18.8,1167
14,,2157
12,21.6,1779
5,25.4,7277
6,,830
16,29.7,1428
10,,1615
3,24.8,128
11,25.1,1766
4,,1058
11,,3
10,,1436
20,18.7,1954
11,,1660
19,,1894
6,22.4,1160
11,24.7,1644
7,13.5,3668
10,25.6,2953
5,,2222
5,28,978
5,,1220
2,,7
4,23.6,1348
6,28,2597
6,22.2,727
7,25.3,1151
7,27.8,1608
6,,972
3,24.8,1727
4,23.4,584
14,18.7,2791
4,25.3,947
9,26.2,1443
2,27.3,617
17,31,5137
11,19.7,282
20,18.5,2251
2,18.9,481
4,,616
9,23,1310
2,29.2,457
14,18.2,1601
9,25.4,4569
7,26.4,3941
15,17.4,1874
6,,2081
29,,2391
15,24.8,1741
8,25.7,1686
5,28.2,15
4,,504
6,,1318
6,24.7,2843
10,15.3,968
8,,102
8,20,1279
18,25.3,3192
4,22.3,1353
12,25.9,3168
8,27.2,271
7,,831
10,19.5,1636
5,22.6,797
8,,999
19,,2551
3,24.1,357
13,25,1149
4,25.3,985
8,16.3,2547
10,25.1,1401
4,25.4,280
5,17.8,548
6,28,2688
18,26.5,2854
4,14.5,702
8,24.4,698
24,,1403
17,17.8,3878
5,20.9,1546
13,17.9,1225
14,,1969
13,,1688
11,19.9,2926
9,26.8,871
1,24.4,515
7,19.7,1152
21,21.7,3092
1,22,621
2,25.2,631
16,19.8,2859
12,,1969
10,17.9,1418
7,24.4,1532
16,18.5,3198
5,19.9,2787
5,,1746
7,22.1,1666
8,19.6,1010
6,19,1743
17,,1742
16,19.2,1795
8,23.7,1326
13,17.7,4697
7,19.2,1227
4,18.2,970
7,18.3,920
13,23,1434
5,25.2,2498
9,21.2,1650
7,24.3,1382
4,19,2263
14,27.6,1641
8,21.8,1454
7,18.1,1557
8,,1089
4,,5
8,22.9,1856
16,16.5,486
8,28,1177
13,21.2,1873
10,25.3,1610
14,17.1,1686
4,19.6,612
4,,1457
4,29,1138
7,25.9,972
6,23.7,1273
7,24.3,1067
6,,713
12,22.3,1764
8,,1160
20,,2330
10,24.5,1289
23,,3251
20,21.2,5379
2,21.2,464
8,27.5,1428
4,20,1393
4,20.2,4643
9,23.2,901
7,,977
8,16.3,1814
5,,2604
5,18.3,1336
5,,1091
7,16.6,621
3,22.3,582
14,,2955
5,19.9,3274
21,27.7,1848
13,,1875
22,27.4,2770
7,18.4,835
8,,1047
3,18.4,687
11,24.6,1017
16,,4533
6,21.2,1104
9,23.4,2026
5,,2246
11,,1867
23,28.3,3258
7,29.5,2433
11,24.9,1238
11,,3420
18,,2590
16,18.1,1458
10,22.7,1440
10,,1097
17,,2221
5,,803
14,26.2,1952
3,29.2,455
7,20.6,1411
6,24,2315
21,23.2,2974
4,,1
7,25.3,1175
16,30.5,3543
7,20.4,1230
1,20.5,1787
10,21.1,1581
19,,2675
10,29.5,259
13,,1802
5,20.1,221
8,,1381
2,26,612
6,,1060
7,19.2,694
3,28.7,573
6,,267
21,,2163
7,18.5,1061
5,25.5,674
10,23.8,1413
6,27.6,935
14,24.5,1932
11,25.7,1722
3,26,529
27,21.7,3844
20,,3486
10,24.4,1359
10,,1317
17,30.6,1727
2,19.2,189
15,30,2241
5,30.8,14
20,23.8,3441
13,18.7,1405
2,24.4,437
7,28.5,2240
8,,1863
6,29.4,1076
9,,1337
17,24,1245
8,27.4,1117
19,,2634
17,,2
15,25.1,2265
20,,2019
17,,3585
7,25.3,971
2,,345
14,18.1,2120
12,26.3,1354
9,,1616
9,22,971
5,,2168
4,20.6,768
15,25.6,1547
23,19,4864
15,23.8,3948
14,19.1,1415
16,19.1,2934
2,,571
5,26.3,873
10,,3212
13,25.4,1086
5,25.2,1090
7,,867
12,25,2009
9,27.7,1738
11,18.7,1480
16,25.9,3006
